"Area","ED","Energy","SS","ResidueLength","PairNumber","NewPredicted"
13267.9,69167,-3877.46,93,247,3373,2.05052857043302
8005.79,25537.8,-2080,38,156,1364,2.76309543986478
16139.8,100150,-6516,77,399,4359,0.227641890909091
7602.36,20276,-2677,22,135,1114,0.760803024731183
7030.46,5054.06,-2138.46,56,107,346,3.01542973261915
19513.5,411649,-10600,69,473,14125,3.58099476348725
9573.98,30265.3,-3277.25,117,171,1747,4.66425284180317
9331.12,16848.7,-3702.28,93,172,973,2.80101162277399
8528.19,11936.7,-2534.98,83,128,693,2.3959994478949
9500.81,51831.4,-3190,29,188,2599,3.11485836986321
6060.32,7302,-1119,11,98,516,1.00744495611873
8377.2,12246.8,-2391.42,79,128,693,3.70219794937228
7750.82,9523.84,-3050.25,99,130,490,1.75017486019129
9117.92,16567,-3983.67,80,172,973,4.17999839684692
11973.9,113284,-3250,44,235,4905,2.55697798437212
9330.81,30314.6,-3323.14,120,171,1747,4.70014485117733
12483.4,50166,-6551,149,249,2393,0.1070456
8229.2,26780.5,-2827.61,91,156,1521,3.82688979051995
13137.8,60650.9,-4750,27,247,2754,3.31966316900708
8853.84,10558.3,-2809.1,97,139,587,2.83569927378891
13999.6,60165.8,-4330,52,247,2754,3.41986446481071
6899.61,9197.41,-3140.65,20,138,554,2.82654903021158
10892,57433.6,-4586.52,124,217,2904,2.45388747562518
3735.63,2096.18,-1046.58,23,54,165,1.8838489958221
17446.6,161204,-7344.21,70,352,6744,2.44464579196866
17336,206087,-6446,53,313,7214,0.121232933333333
16513.4,110121,-4800,39,322,4619,3.08715243431236
13029.4,79936.4,-5980,66,272,3539,3.59987195799416
11393.8,29304,-3706,17,183,1162,0.593204833333333
16028.8,329302,-8654,286,376,11715,0.0804206
6991.97,10710,-4395,13,131,653,0.220413327131783
6617.29,5200.68,-2219.3,50,107,346,2.84677117227011
8234.49,25019.6,-3252.39,28,157,1519,2.58157801170028
5392.43,3390.9,-743.964,42,51,132,2.85510215606117
8264.63,26714.9,-3700,30,156,1364,2.075811385779
9577.21,33050.9,-3587.86,96,176,1922,3.69532352154937
5796.8,7138.97,-1629.51,53,93,545,3.40728765233867
13469.7,82920,-6493,88,230,2825,0.664916946153846
8101.63,25110,-3365,22,151,1411,0.387701798412698
7735.26,9439.38,-2938.19,100,130,490,1.8071484223065
15207.7,124274,-7919,40,372,5436,0.0998720523809524
9018.75,10415.6,-2743.04,98,139,587,3.5374827227293
8010.35,12824,-2688.23,15,132,806,3.86952438079787
6398.82,3522,-2341,4,63,118,0.175714621678322
19800,235543,-12300,95,537,8350,2.04207003485427
5752.6,4372.97,-1030,28,88,292,2.81414101769072
3933.64,2169.42,-1128.22,20,54,165,1.55208302105477
10467.8,26560,-2812,3,125,622,0.4084724
9003.72,10504,-2947,69,181,591,1.20652873267468
18681.4,163173,-11100,93,388,6290,3.28696207774599
17684.8,139461,-9020,76,449,5537,1.90891236935507
11963.6,52994,-7072,30,270,2533,0.167421
17121.7,85336,-7587,58,242,2125,0.1971973
19289.9,162049,-10300,82,388,6290,3.54041859523923
11872.1,86670.6,-3940,22,220,3450,3.39239242005436
9022.77,16618.1,-1400.28,0,142,844,3.59897003333333
19376.5,216522,-11270,196,379,6982,0.135301833333333
23524.6,540960,-12723,82,411,12656,0.15612905
16558.1,161203,-12100,79,388,6290,3.27779147022819
17330.3,172124,-5540,69,403,6746,2.7339266756031
11664.5,41308.2,-3676.48,33,193,2118,3.71829288599246
17600.5,147946,-7278.3,184,362,5847,3.78427762092729
10795,57558.9,-4541.52,139,217,2904,2.50518221367953
11021.6,45565,-7086,98,192,1993,0.0604804333333333
11326.7,69110.4,-5182.96,141,247,3373,1.34574525074609
9547.66,18354.2,-4410,33,168,772,0.60703172173766
12540.6,74894,-4610,26,249,3630,2.60537667974398
10100.1,26867.2,-3268.29,33,174,1415,3.87466234385237
8677.68,13472.1,-2959.74,17,148,729,3.51723594951177
12308.9,78261,-5360,50,272,3539,3.41842487639836
5350.01,3305.24,-2470,15,86,205,3.37133476694923
9069.28,28679.1,-3463.6,34,179,1626,4.48358075795465
15707.2,116106,-5050,54,271,4426,2.59482329327254
8276.09,23457,-2731.34,29,154,1252,3.64222766363636
4361.89,1984.36,-1040.23,5,63,166,2.97585729651052
21086.8,396734,-11776,80,488,13307,0.243751883730159
13256.7,60891.7,-5400,33,247,2754,3.42873244043327
10367.6,35268.7,-4408.82,126,208,1691,4.3484404213251
15621.7,116715,-8716,59,308,4629,0.015254
6432.88,8792,-2015,39,102,515,0.979465947368422
2436.68,50.3662,-458,8,33,5,1.27868462943455
3597.05,793,-1597,3,46,64,0.786786842671614
4053.22,1384.22,-922,24,51,102,4.33805209658614
9382.02,39183.9,-3370,15,196,1885,2.83500987555602
5628.66,4708.71,-1230,21,85,343,1.47143385073501
15257.9,127483,-10062,46,326,5417,0.0016295
4666.41,3005.61,-1143.66,14,71,249,1.52557856245783
13662.3,51744.1,-5919.22,61,288,2334,4.77629834357929
5791.45,7661.06,-1838.69,71,104,457,2.36940287988034
12632.6,54676.6,-4380,64,224,2192,3.93200284210617
8805.9,10939.1,-3170.76,41,156,654,3.90858953058674
5707,4469.09,-660,21,88,292,3.77201551061004
6627.09,9269.32,-3313.86,20,138,554,2.1571488500508
7098.67,13796.7,-2431.73,95,120,809,3.23661809444829
14236.4,141315,-5650,46,315,5844,2.71212213146128
7233.23,13041.6,-1417.35,33,96,804,3.89901229496715
11434.9,40505,-5947,90,190,1754,0.146101566666667
11992.6,59849.4,-6620,31,247,2754,2.12649042795031
24408.1,474782,-10700,44,483,15505,2.64978828492898
5521.12,2659.98,-321,53,53,133,3.89235673223816
15127.6,154244,-7299,34,312,6053,0.179113571428571
6898.32,5255.52,-1994.32,50,107,346,3.00676984500617
8095.09,16522.8,-2860.91,75,142,844,3.47773581910747
7593.35,10148,-2145,52,135,622,1.28586253542569
10071,39034.9,-4043.37,29,193,2118,3.49260678721488
7858.2,17469,-3795,30,139,848,0.0655363666666667
6093.92,7857.99,-1821.07,64,104,457,2.69688086857721
9171.01,28616.9,-3416.39,39,179,1626,4.48359254843815
7982.7,9534.39,-2893.79,94,130,490,2.06319684641885
5276.02,3501.67,-691.557,27,51,132,3.25364485090124
27539.1,517860,-10591,166,580,15334,0.154001706976744
7380.64,9378.85,-3083.09,16,138,554,2.31704761435497
5281.12,3827,-2712,0,71,224,0.1822611
4903.22,4243.74,-1360,12,79,317,2.205159489993
9309.22,51203.5,-2960,25,188,2599,3.12607234072634
5093.55,3360,-810.727,50,51,132,2.05504782681478
6406.74,5590,-2658,12,108,318,0.347604157142857
9387.9,27005.7,-2330,27,166,1414,4.29580883493102
6243.67,4253.1,-1427.83,122,88,318,2.76155767179305
7064.33,10368.2,-2080,13,109,689,2.9261837198213
9057,20415.8,-3426.71,78,163,1162,3.9933422259903
7895.8,13172.7,-2874.01,14,133,726,1.11308754215605
10585.2,51620.8,-4370,66,224,2192,2.39475031096346
12875.2,51184,-2710,38,234,2464,2.84917541823472
17376.3,101858,-8351,50,322,3634,0.398147404427736
16906,109834,-5920,36,322,4619,3.51061739965781
20692.3,238782,-8620,99,537,8350,2.52419566604057
12044.6,56242.9,-2090,62,224,2192,3.96204366772897
11586.5,99580,-8598,48,298,4428,0.0630012666666667
21008.1,410598,-7950,82,473,14125,3.74418066623292
10835.4,41783,-7339,146,249,2067,0.0110076666666667
6141.52,7242,-2269,9,63,244,0.360947122457771
13528.2,51576.2,-3850,30,234,2464,2.71647679383546
8745.28,12409.2,-2660.8,88,136,619,3.20909561241355
5045.6,3799,-1854,9,75,268,0.6495982
11926.4,59075.2,-2480,65,223,2822,4.27363424055187
20902.5,253758,-15030,87,581,9006,0.295881907142857
13972.6,96593,-7286,42,277,4245,0.0652085
4096.85,2245.46,-1124.15,20,54,165,1.49008000155216
4376.05,1946.46,-1052.22,4,63,166,2.80497511049702
12047.6,61186.5,-5360,38,247,2754,2.77717959242227
14728.9,66310.8,-3170,52,224,2192,3.25887736297475
8678.9,20324,-3497,94,163,1162,3.02540228931118
10693.7,52755,-5704,44,233,2901,0.472407041666667
8772.78,4070,-1446,25,137,119,0.785034954870554
14804.1,141946,-1430,51,315,5844,3.41304283107303
9003.68,26084.7,-3061.84,37,157,1519,3.06744836251511
6979.42,9784.43,-2583.36,18,123,621,1.61635409209956
7281.78,7843,-1599,21,133,488,0.608930088888889
14424.2,144702,-6068.67,169,308,6057,3.37766912812328
13499.5,141175,-6250.17,178,308,6057,3.06294017800902
18127.6,206348,-7679,143,383,6080,0.145588266666667
4668.27,2971.25,-1389.93,35,77,205,3.36627610322129
12188.2,37054,-3707,27,200,1575,1.20695213631825
15257.5,218754,-11806,91,434,8475,0.0393058
8614.74,51165.2,-4120,24,188,2599,3.07614794552972
10019.2,10314.6,-1390,33,154,587,2.60674860857888
21838,412517,-8640,68,473,14125,3.09884516708922
6464.94,3807,-2202,41,90,205,0.418121704545455
5251.44,4455.68,-1262.52,16,72,340,3.87178725053826
6607.42,12477,-2786,20,118,804,0.2188823
4133.51,2485,-1233,4,65,202,0.495954042456
6911.6,13377.9,-1515.97,23,96,804,2.4311976074091
3657.3,1428.32,-1025.26,42,52,133,1.54314012008372
12601.5,70843,-4933,38,248,3296,0.412568004761905
9911.97,51570,-2520,24,188,2599,4.12791552755839
17766.9,95430,-8758,57,336,3544,0.0143644
8884.7,38617.5,-3849.71,52,180,2054,4.41844542107282
19736.1,411425,-11200,66,473,14125,3.11280685108031
5877.36,7435.13,-1598.98,46,93,545,3.11284433570147
7047.66,4028.35,-2154.04,70,101,249,3.82096643356618
11374.1,36070.9,-4132.67,115,208,1691,3.92560987552601
8233.89,12182.8,-2509.97,50,136,619,3.1974696625244
4125.28,1281.23,-859.523,11,51,102,3.46171565447192
9172.77,25382.2,-725,16,166,1111,2.97308389302118
7250.46,4088.74,-2233.88,70,101,249,3.9430040220284
15946.3,114927,-4470,52,271,4426,2.76149698360521
9704.01,39670.8,-2700,20,196,1885,3.04106829469818
31189.4,1063600,-9678,468,725,26724,0.0564021111111111
8324.73,22034.3,-2939.93,86,145,1156,4.25080065555555
6957.41,13250.4,-1535.58,24,96,804,2.40693924125774
11157.5,91690,-7129,170,262,4337,0.189142466666667
12732.6,130177,-9750,58,345,5325,0.00986853333333333
5630.48,7194.39,-1664.3,48,93,545,3.66428835277601
13658.9,232239,-11828,251,353,9397,0.011719
8437.93,21213,-3414,34,164,1214,0.726139771428572
6765.22,13480.9,-1536.9,20,96,804,2.47696342505304
7740.12,10094.3,-2373.19,26,123,621,3.71299861125518
10870.1,27380.7,-4319.43,53,214,1469,3.51403705998141
9350.44,27446,-2926.87,103,158,1403,3.54354200526682
7023.36,5487.75,-1520,17,79,292,1.63375696992431
14675.4,80428.5,-7033.47,78,320,3466,4.59306452405878
5453.61,5224,-2312,51,89,321,0.856559818681319
9131.04,12798.6,-2695.26,91,136,619,3.34735767445608
18477.8,159937,-9580,80,388,6290,3.49263496052912
12115.7,45492.3,-2632.58,58,273,2061,4.19067964139194
11372.5,117082,-8827,156,274,5417,0.10452815
5654.95,4345.49,-787,14,88,292,1.49196135970774
11770.6,50179.7,-3750,37,224,2192,2.97955979943826
6765.15,10413.7,-3380,12,109,689,2.7957923183855
2508.66,57.6518,-206,92,33,5,3.22865897653223
5110.76,2791.08,-1180.43,36,67,224,3.31436040432358
5199.15,2975.81,-1212.7,33,77,205,3.65998095007555
3589.45,2156.32,-597.916,7,43,161,4.66654776081696
19518.5,177473,780,85,403,6746,3.35014756863178
8947.01,27285,-4536,26,165,1470,0.592442737441643
14051,240480,-3984,55,308,10216,1.39492517875883
9079.9,13551,-3675,27,144,693,0.2318756
8672.15,37867.7,-3907.84,43,180,2054,4.33729728191143
5763.43,1712.17,-1376.47,21,76,147,4.31438642473405
6700.51,6914.15,-1628.83,51,95,427,2.94821843095438
18605.9,150126,-9530,76,449,5537,1.88791014462523
13175.1,61875,-5602,56,274,2827,1.15916082418768
5843.9,4847.29,-1490,23,85,343,1.21402244992676
6357.54,10301.3,-3210,15,109,689,2.92777856376144
11274.2,27883.5,-3564.6,81,214,1469,3.75640667306292
18928.3,163476,-6264.29,75,352,6744,2.16285126458169
7026.64,7419,-3252,27,118,455,0.0715705666666667
24786.3,540841,-9864,88,508,10409,0.486698612554113
9075.89,12782.5,-2749.93,39,136,619,3.31409745649165
15816.9,121650,-6226,89,334,4818,1.13274676483005
14234.1,60315.6,-5420,28,247,2754,3.31480234411611
13733.8,119699,-2730,45,235,4905,3.40278113237543
10600.9,28167.8,-2640,30,194,1521,4.36841591965341
9930.99,13531,-5314,12,136,691,0.262974933333333
14352.5,142067,-6869.88,0,362,5847,3.26470401942356
13486.6,46709.9,-5793.3,65,273,2061,4.12033012395547
9573.91,38204.9,-3761.4,39,180,2054,4.50552945932651
25343.3,471944,-11400,53,483,15505,2.80175469880963
3742.72,2153.49,-573.589,4,43,161,4.86930158549053
3531.53,1353.88,-660.352,29,40,100,2.62749663260524
8073.11,12853.2,-2730.2,15,132,806,3.84536390005833
11144.9,67829.7,-5417.43,142,247,3373,1.33270216663572
11599.7,63816,-3966,27,251,3052,0.487595527819549
4894.13,2803.59,-1193.65,38,67,224,3.42101157094519
3914.63,1445.58,-945.277,42,52,133,2.07760836406955
13605,60999.8,-5470,24,247,2754,3.34899996797906
17290.7,217684,-10402,95,472,8093,0.0438558333333333
13805.3,51972.9,-5675.93,73,288,2334,4.57827685900425
16752.7,117406,-9155,66,332,4632,0.056829
5194.9,4681.57,-1800,11,85,343,3.59689872710622
13686.1,88139,-7833,76,301,3715,0.0642736
6439.76,4319,-1247,11,85,206,1.82135239587068
6002.02,5104.18,-2040,7,79,292,2.27682590830906
10071.8,34752.3,-4313.84,124,208,1691,4.32569891903986
8686.88,16848,-4304.66,35,183,931,0.981635925311746
16431.8,159779,-7795.62,70,352,6744,2.03350928119612
22252.7,516222,-11547.8,138,540,18067,4.14231281290477
8851.7,22672.8,-338,21,166,1111,3.01839890706466
36655,1422530,-17263,129,875,36502,0
13762.6,65723,-2300,64,224,2192,3.83948660320261
9454.18,26830.4,-3438.43,42,174,1415,3.60195482121464
3851.3,2192.48,-1098.98,20,54,165,1.68188439083761
7721.19,17015.9,-2898.26,76,142,844,3.70158154104505
11021.1,39165.9,-3928.65,37,193,2118,3.84787005346052
9442.43,27729.3,-3120,22,166,1414,2.98547700430059
23831.7,267799,-12500,75,540,8870,3.03373871422406
6878.39,10552.6,-3120,14,109,689,3.24261082050711
10588.2,37166.5,-3330,34,196,1997,3.39398636124937
7138.74,14113.8,-2409.68,77,120,809,2.88861510096116
7025.33,5246.41,-2090.02,58,107,346,2.98712141844407
8452.28,11446.6,-3339.18,34,156,654,3.54857072620541
6004.88,5346.71,-1820,25,85,343,1.54743812293323
12155.8,70301,-5731,31,266,3132,0.935490911555707
15956.3,164469,-8362,15,308,5115,0.0962903333333333
18622.8,205471,-8641,176,380,7457,0.480509690211607
14570.5,141665,-4180,37,315,5844,3.04048536494684
6782.79,13443.2,-1519.68,19,96,804,2.30287279213349
6628.83,5041.51,-2172.72,62,107,346,2.60523773090132
5909.9,7593.53,-1759.44,63,104,457,2.53059709923687
6763.31,12004.9,-1789.37,9,105,765,2.3980340949395
4164.32,2734.66,-1395.11,44,67,224,3.73844912805314
10388.9,35374.8,-4395.87,131,208,1691,4.33836917587002
6740.25,7767.64,-2012.83,65,107,431,1.3293371246578
15501.7,144684,-5799.58,169,308,6057,3.43384986253829
14376.5,59403.4,-6663.1,159,305,2610,2.14967973216014
2929.34,58.6641,-177,92,33,5,3.33898452304297
6089.06,4888,-2441,17,90,346,0.52523774160401
6563.74,10332.1,-2660,15,109,689,2.78353659641333
18414.3,160313,-9330,93,388,6290,3.57099089956655
10214.6,38441,-5263,39,239,1937,0.338527666666667
18109.1,173496,-3130,71,403,6746,3.08074715818791
17377.9,181521,-9108,78,397,6633,0.96788764336631
20170.8,201103,-8861,90,402,6755,1.69099185531156
13111.5,46116.9,-2350,43,223,2059,2.60401300853358
2421.68,53.818,-531,6,33,5,1.17999874408135
7553.8,9491.9,-1894.59,72,107,517,4.5145903164223
17623.8,204870,-6392,94,258,3209,0.195875433333333
16401.2,196938,-10557,87,438,6987,0.0725391666666667
7431.5,7653.58,-1770,12,111,453,3.19061813015873
19417.2,160910,-8350,89,388,6290,3.77215442617448
2444.59,52.3816,-271,96,33,5,2.58278419543888
22604.5,516473,-11535.9,148,540,18067,4.1469124140221
26056,309715,-7340,102,537,8350,3.55960138048772
10118.1,18473,-6085,26,195,1070,0.0767853
5010.26,3017.88,-1149.57,37,71,249,2.36357701109127
10052.8,37090.3,-3710,37,196,1997,3.74297199063784
8236.9,21370.6,-2920.12,73,145,1156,3.9268708968254
8563.69,16805.3,-2760.98,84,142,844,2.90628958927891
8689.39,15789,-5343,100,186,934,0.343598133333333
10648.4,53818,-5324,31,198,2671,0.1623566
11269.5,69147.1,-5194.66,145,247,3373,1.34191809685812
8775.02,10629.5,-2774.98,81,139,587,3.35364102092352
12202.6,73718.9,-4680,27,249,3630,1.64197801357489
4577.97,2717,-1531,6,67,221,0.0772932510204082
8637.21,12870,-4907,25,173,767,0.106675066666667
6660.03,12150.2,-1822.36,8,105,765,2.38191066754239
18598.4,276713,-11365,67,504,9413,0.435908223076923
6011.11,7351.58,-1623.49,50,93,545,2.49252417775568
2891.55,53.6969,-267,8,33,5,1.66479661232311
9034.44,17186.2,-4266.88,35,183,931,1.40049743571211
9528.36,26252.8,-3423.29,26,174,1415,3.64229671972289
7122.78,3921.14,-2050.75,73,101,249,3.8258705790142
9958.3,10525.3,-2500,40,154,587,2.76412103135768
8989.39,26469.3,-1950,18,156,1364,3.05923050671058
14817.5,116176,-12487,68,415,4717,0.221987533333333
14608.4,139953,-4810,38,315,5844,2.79287679597375
9954.57,26379,-3756,22,178,1412,1.86764079131354
7050.77,4058.54,-2283.05,75,101,249,3.92839866270186
5962.68,7271.86,-1647.73,49,93,545,3.02439114402997
8419.01,4754.49,-2634.73,25,131,271,4.46492506039678
5591.27,4762.29,-1010,21,85,343,1.10925242131554
8826.09,28460,-4927,21,183,1522,0.114801366666667
11368.6,49334.2,-5850,25,215,2188,2.97529732358547
20714.2,163376,-8880,88,449,5537,1.93930357768142
10910,23503,-5542,41,223,1209,0.246475766666667
9470.42,26827,-5310,54,227,1368,0.0639442
7309.67,13947.7,-2408.7,85,120,809,3.11767702230172
5724.76,6411.89,-1982.53,66,92,459,1.34318521697896
6830.32,14165.7,-2592.93,91,120,809,1.35600217616781
12547.1,71700.2,-5542.49,30,262,3211,4.76564032348336
13225,140643,-6235.78,169,308,6057,2.85244159295504
7629.46,12650,-3142,18,134,733,0.261342186324786
7295.67,4159.08,-2253.14,69,101,249,3.97836087387107
4615.63,3144.94,-1214.03,36,71,249,3.19213526364425
8150.71,8903,-2398,11,144,554,1.41382276068985
9965.46,22923.2,-974,29,166,1111,3.42406199007997
14578.9,170244,-6900,136,330,6855,0.298592685345717
6954.33,5370,-1610,11,79,292,1.68123133546865
14528.8,98479.9,-5678.26,55,294,4249,4.27484265407011
16893.7,110989,-5480,32,322,4619,3.25025114412921
5805.36,11283.7,-1908.66,17,102,764,4.05546649882591
11664.1,47445.4,-5190,26,215,2188,2.99570168233791
6130.7,5171.21,-1440,24,85,343,1.37323017878162
11452.7,43564,-5316,116,232,1874,0.0909291333333334
24761,473368,-14600,58,483,15505,2.29518476383655
20273,348127,-15021,74,473,11118,0.328932315204678
17394.8,204870,-7639,129,381,6198,0.145024966666667
10268.2,52415,-5180,301,216,2600,0.3311796
11744.2,40825.9,-3884.51,28,193,2118,3.56213982647603
7173.2,6542.92,-1950,24,119,395,3.86415202857142
9492.35,30558.3,-3357.82,128,171,1747,4.69194396375364
5945.21,7467.09,-1809.98,65,104,457,3.0732887087078
9365.09,29958.4,-3176.13,107,171,1747,4.68732193887529
6773.23,13581.5,-1541.18,13,96,804,2.43135641453035
7549.37,8996,-2841,6,118,455,0.1090249
13143,51517.8,-6141.18,44,288,2334,3.92193610926781
11333.8,58405.5,-4790,31,223,2822,3.50509243357998
10041.2,17073,-3755.47,77,172,973,3.37693203783461
8730.35,30605,-3693,67,186,1806,0.442458538095238
13189.1,75683,-5385.17,67,262,3211,4.39322128937111
17345,110893,-6300,40,322,4619,3.32068273585001
8225.52,4650,-3526,28,133,251,0.452135683644002
8751.6,30396.4,-3514.52,118,171,1747,3.17550179722954
14169.4,111095,-7160,48,322,4619,3.3390381353226
12415.4,53198.6,-4211.24,96,209,2534,4.33351270166885
18962.5,144497,-12470,100,491,5539,0.344735677012723
12745.1,49612.8,-4690,29,215,2188,3.30878619291837
13657,49600.6,-4620,37,215,2188,3.13565144617996
13644.9,103937,-9315,59,283,4238,0.0533642666666667
12768.1,62152,-6806,213,274,2760,0.08338475
21749,374162,-14448,230,515,13303,0
24873,260940,-8680,72,540,8870,3.08157430689137
12050.9,61203.4,-5590,38,247,2754,2.73227226856053
23496.5,279500,-9601.31,76,468,9276,4.79190434672046
13589.5,49833.5,-5370,34,215,2188,3.08140757523851
6000.47,7346.14,-1642.39,49,93,545,3.01491600835917
15598.9,117478,-5440,52,271,4426,2.63581797297236
7160.47,5454.07,-1600,17,79,292,1.5621091790045
6433.08,10254.6,-3310,16,109,689,2.86572889692008
15286.7,123064,-8862,67,390,4923,0.440665256862745
9490.33,34468,-4616.79,130,208,1691,3.23004735159994
12236.8,71635.2,-5387.12,42,262,3211,4.55772695181634
24741.9,270500,-10800,73,540,8870,3.08406037348884
24472.2,254469,-12500,79,540,8870,3.12696503337773
7815.47,20053.2,-2960.02,68,145,1156,2.12415938095238
16193.9,117948,-4020,58,271,4426,2.68875410253406
9293.16,11263.4,-3046.97,33,156,654,4.2311898529157
5017.6,4334.18,-1820,14,79,317,2.5964606964921
14261,117461,-9463,43,317,4723,0.0375896
7849.91,9620.32,-3041.47,98,130,490,2.2204723401557
9453.3,27990,-4427,32,200,1582,0.478234526086956
9726.3,26231.3,-3364.88,26,174,1415,3.61239103528801
10821.5,34285.5,-1880,37,166,1414,3.78410528603271
6721.36,2965.88,-1448.7,71,87,168,0.58737143216011
24246.4,283736,-12700,73,540,8870,3.21309347165601
4215.86,1942.64,-1085.5,5,63,166,3.05695392273654
24608.2,239187,-10100,96,537,8350,3.27839885304201
3255.73,1349.06,-264.216,0,40,100,2.925716399667
15073.9,79059.4,-7134.56,71,320,3466,4.65883536047762
10273.1,38043.1,-4166.94,134,205,1751,2.29713746562809
15116.9,67198.7,-2470,52,223,2059,2.55647135758865
12106.4,60134,-9203,126,263,2535,0.0191509666666667
19748.3,342765,-8290,126,462,11563,2.17309493815629
14273.4,82645,-8008,63,324,3549,0.0825115
6914.24,14084.4,-1475.26,13,96,804,2.63535819602726
5761.05,11051.1,-1942.5,20,102,764,4.02863529268573
3583.45,1316.17,-643.081,30,40,100,2.28871714392171
13782.9,60587.7,-2490,61,223,2822,4.27485891432832
18558.9,199463,-9000,54,390,7459,3.2654836001521
11403.3,68916.3,-5195.57,144,247,3373,1.33748091511498
7330.43,9009.24,-1906.93,69,107,517,4.54264343150167
9638.87,35152.8,-4515.97,125,208,1691,4.3205127478876
8775.88,16777,-5085,52,180,895,0.507682907808858
12454.7,71253.2,-5399.54,46,262,3211,4.58974424368078
2450.42,52.8183,-437,8,33,5,1.27582725634836
8747.81,22860,-3547,25,114,809,0.223733666666667
7454.67,9454.27,-2520,34,154,587,1.98994573754209
14684.2,109643,-6900,36,322,4619,3.31264991832159
15657.6,194018,-9780,58,390,7459,2.51740658867463
20448,409780,-11000,57,473,14125,2.21028428555363
2475.98,53.8834,-450,94,33,5,3.16761437593305
15381.8,99780,-5578,62,332,4346,0.555246518888889
9152.88,83452,-2510,32,220,3450,2.95818829070188
17677.6,214089,-10454,104,397,7827,0.003244
15143.5,109908,-6400,46,322,4619,3.59252039830506
9159.66,32186.6,-3396.18,51,176,1922,2.92801925894005
13540,96340.2,-5744.82,55,294,4249,3.51695488989474
7350.5,8681.61,-1884.02,73,107,517,4.65238321837035
6114.22,4368,-2367,2,62,133,0.284922297435897
24070.6,265748,-12800,63,540,8870,3.28628558756683
9437.01,10097,-2500,43,154,587,2.47544631203777
13366,71552,-4972,63,251,3130,1.0929217107946
7464.45,25678.3,-1970,37,166,1414,3.45400182698413
22892.3,222066,-11301,209,426,7838,0.2047303
22230.7,406874,-7600,59,473,14125,3.42248177231398
12843.4,76085.4,-5488.13,51,262,3211,4.41741473597658
8473.28,9710.12,-2786.67,21,138,554,3.75980527429315
11153.7,32435.3,-4269,117,204,1692,3.41542165021645
13630.1,75993.7,-4010,42,264,3217,3.12879631529581
9820.09,24293,-3108,32,180,1360,0.503083433333333
7581.17,14395.8,-2294.03,100,120,809,3.44118166580296
6926.62,9119.28,-2010,17,102,516,2.6237365072996
11666.6,50115.9,-3960,24,216,2677,3.06210467749854
9531.32,39372.8,-2680,23,196,1885,2.8971653879775
12566,116108,-3200,45,235,4905,2.48492465946549
6715,10330.6,-2740,14,109,689,2.81464621993031
7293.31,1720,-2661,28,104,90,1.02753921809115
11481.9,36065.1,-4919.72,33,206,1521,0.246864671428571
23747.7,563364,-14384,127,582,17702,0.0152421333333333
21019.4,406712,-8160,67,473,14125,3.1783562581092
8001.12,26338.8,-2820,25,156,1364,2.99552113751765
12423.7,73214.7,-4250,25,249,3630,1.85946765993984
12882.2,48123,-5813,9,180,1471,0.314035802923977
5270.33,4604.84,-1600,26,85,343,1.25838193355056
9387.46,30855.1,-3223,126,171,1747,4.81073982315645
8503.12,24563.3,-3133.75,33,157,1519,3.52068447449314
12374.5,97867,-4862,40,272,4428,0.59917117607801
2427.24,48.6943,-517,12,33,5,2.21837371576152
10866.7,35986.7,165,33,166,1111,3.47589668301466
6445.09,13085.6,-1686.87,17,96,804,1.98179347456729
11830.7,52024,-5818,138,276,2755,0.848223377356202
6531.3,12347.5,-1850.15,16,105,765,2.57836232363545
5725.91,7285.99,-1644.19,50,93,545,3.22424288313998
10424.8,35041.4,-4345.67,114,208,1691,4.38821525490482
10397.1,98809,-4553,33,246,4617,0.496719288888889
3590.06,2164.39,-590.386,9,43,161,4.62031062300183
10773.5,84271.3,-1280,19,220,3450,3.40924591685589
10186.6,23976,-3942,9,140,1161,0.191831661904762
12835.1,80078.6,-6380,62,272,3539,3.03586036770056
9030.13,11211.1,-3089.86,39,156,654,4.26649614870984
9047.54,38703.7,-3310,22,196,1885,2.77212620770908
10717.7,29601,-4302.56,74,214,1469,4.16901125124113
2513.23,50.0926,-575,6,33,5,1.43455059389906
8165.85,11393,-2379,13,138,695,1.803504920048
7781.48,22342,-3327,29,162,1260,0.276046966666667
10146.5,12473.7,-2522.06,88,136,619,3.87884409874584
13147.3,46334.6,-5769.23,48,273,2061,4.11958185841628
5733.22,7124.17,-1690.57,51,93,545,3.53389122061423
16739.7,111386,-6200,33,322,4619,3.52400167255421
5568.44,4738.24,-1750,22,85,343,1.7402621304702
11780.8,74478,-5630,23,249,3630,2.10991647717677
6224.33,7493.86,-1582.8,49,93,545,2.72843204366236
3629.1,1404.1,-1070.43,32,52,133,2.11075962491853
9457.96,34590.4,-4941.31,123,208,1691,1.41518127274193
11121.9,115764,-6009,47,246,5727,0.390440323662683
6670.18,7160.02,-1750,169,109,486,4.29136562970466
7725.5,7129,-2802,85,129,401,1.09064142573944
13220.9,85382,-6764,185,275,3887,0.0900858
5487.61,4068.33,-1511.88,122,88,318,3.18220177566437
4053.84,2237.16,-1048.37,21,54,165,1.57215318049735
10539.4,57689.4,-4488.48,138,217,2904,2.70342656202008
6037.51,10328.2,-3890,14,109,689,2.60679037513388
5224.37,4110.37,-783,12,79,317,2.31960992693693
16651.4,164039,-7383.22,67,352,6744,1.95051645717344
